0,START,minigame_0&isKioskConnected_1,503.0873
2,PROB_START,probNum_1&correctPos_2,508.7004
4,ATTEMPT_START,,508.7004
5,ATTEMPT_END,skele_72057594037931027&distFromCorrect_3.66336,525.6437
4,ATTEMPT_START,,525.6437
5,ATTEMPT_END,skele_72057594037931027&distFromCorrect_3.62598,532.4417
4,ATTEMPT_START,,532.4417
5,ATTEMPT_END,skele_72057594037931027&distFromCorrect_2.50112,540.4756
4,ATTEMPT_START,,540.4756
5,ATTEMPT_END,skele_72057594037931027&distFromCorrect_2.238316,546.5427
4,ATTEMPT_START,,546.5427
5,ATTEMPT_END,skele_72057594037931027&distFromCorrect_2.410684,558.0084
4,ATTEMPT_START,,558.0084
5,ATTEMPT_END,skele_72057594037931027&distFromCorrect_2.920737,561.0108
4,ATTEMPT_START,,561.0108
5,ATTEMPT_END,skele_72057594037931027&distFromCorrect_2.796784,562.3421
4,ATTEMPT_START,,562.3421
5,ATTEMPT_END,skele_72057594037931027&distFromCorrect_3.180004,566.243
4,ATTEMPT_START,,566.243
5,ATTEMPT_END,skele_72057594037931027&distFromCorrect_2.385813,570.8109
4,ATTEMPT_START,,570.8109
5,ATTEMPT_END,skele_72057594037931027&distFromCorrect_2.332544,580.7766
4,ATTEMPT_START,,580.7766
5,ATTEMPT_END,skele_72057594037931055&distFromCorrect_0.1124343,590.9753
4,ATTEMPT_START,,590.9753
5,ATTEMPT_END,skele_72057594037931189&distFromCorrect_2.761962,604.174
4,ATTEMPT_START,,604.174
5,ATTEMPT_END,skele_72057594037931189&distFromCorrect_2.417748,612.3413
4,ATTEMPT_START,,612.3413
5,ATTEMPT_END,skele_72057594037931189&distFromCorrect_2.806248,617.2091
4,ATTEMPT_START,,617.2091
1,END,score_0,677.2101
