0,START,minigame_1&isKioskConnected_0,9540.974
4,ATTEMPT_START,,9540.979
2,PROB_START,probNum_1&correctPosX_1&correctPosY_-0.26&correctPosZ_8,9540.979
5,ATTEMPT_END,skele_72057594037946884,9551.12
3,PROB_END,probNum_1,9551.12
4,ATTEMPT_START,,9551.125
2,PROB_START,probNum_2&correctPosX_-1&correctPosY_-0.26&correctPosZ_10,9551.125
5,ATTEMPT_END,skele_72057594037946884,9556.34
3,PROB_END,probNum_2,9556.34
4,ATTEMPT_START,,9556.345
2,PROB_START,probNum_3&correctPosX_1&correctPosY_-0.26&correctPosZ_10,9556.345
5,ATTEMPT_END,skele_72057594037946884,9560.1
3,PROB_END,probNum_3,9560.1
4,ATTEMPT_START,,9560.106
2,PROB_START,probNum_4&correctPosX_-1&correctPosY_-0.26&correctPosZ_7,9560.106
5,ATTEMPT_END,skele_72057594037946884,9571.26
3,PROB_END,probNum_4,9571.26
4,ATTEMPT_START,,9571.266
2,PROB_START,probNum_5&correctPosX_-1&correctPosY_-0.26&correctPosZ_10,9571.266
5,ATTEMPT_END,skele_72057594037946884,9575.66
3,PROB_END,probNum_5,9575.66
4,ATTEMPT_START,,9575.665
2,PROB_START,probNum_6&correctPosX_-1&correctPosY_-0.26&correctPosZ_9,9575.665
5,ATTEMPT_END,skele_72057594037946884,9582.54
3,PROB_END,probNum_6,9582.54
4,ATTEMPT_START,,9582.544
2,PROB_START,probNum_7&correctPosX_-1&correctPosY_-0.26&correctPosZ_7,9582.544
5,ATTEMPT_END,skele_72057594037946884,9591.78
3,PROB_END,probNum_7,9591.78
4,ATTEMPT_START,,9591.785
2,PROB_START,probNum_8&correctPosX_1&correctPosY_-0.26&correctPosZ_9,9591.785
5,ATTEMPT_END,skele_72057594037946884,9597.46
3,PROB_END,probNum_8,9597.46
4,ATTEMPT_START,,9597.464
2,PROB_START,probNum_9&correctPosX_1&correctPosY_-0.26&correctPosZ_8,9597.464
5,ATTEMPT_END,skele_72057594037946884,9600.1
3,PROB_END,probNum_9,9600.1
1,END,score_1600,9600.1
