0,START,minigame_0&isKioskConnected_0,16839.22
2,PROB_START,probNum_1&correctPos_0,16844.84
4,ATTEMPT_START,,16844.84
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_0.7555453,16845.26
4,ATTEMPT_START,,16845.26
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_0.6186997,16847.86
4,ATTEMPT_START,,16847.86
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_2.049011,16859.76
4,ATTEMPT_START,,16859.76
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_-0.2059325,16866.82
4,ATTEMPT_START,,16866.82
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_0.06758022,16875.42
3,PROB_END,probNum_0,16875.42
2,PROB_START,probNum_2&correctPos_1.25,16878.83
4,ATTEMPT_START,,16878.83
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_2.575835,16886.16
4,ATTEMPT_START,,16886.16
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_0.9161561,16888.65
4,ATTEMPT_START,,16888.65
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_0.5159228,16891.73
4,ATTEMPT_START,,16891.73
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_0.7740343,16895.66
4,ATTEMPT_START,,16895.66
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_-1.096615,16901.86
4,ATTEMPT_START,,16901.86
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_-0.5292406,16904.53
4,ATTEMPT_START,,16904.53
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_0.07698586,16906.82
3,PROB_END,probNum_1,16906.82
2,PROB_START,probNum_3&correctPos_-0.25,16910.49
4,ATTEMPT_START,,16910.49
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_-1.349301,16913.83
4,ATTEMPT_START,,16913.83
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_-1.273775,16914.43
4,ATTEMPT_START,,16914.43
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_-0.9616492,16914.86
4,ATTEMPT_START,,16914.86
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_0.1468753,16918.49
4,ATTEMPT_START,,16918.49
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_-0.004022813,16918.93
3,PROB_END,probNum_2,16918.93
2,PROB_START,probNum_4&correctPos_2,16922.34
4,ATTEMPT_START,,16922.34
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_2.713632,16925.89
4,ATTEMPT_START,,16925.89
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_2.309554,16926.36
4,ATTEMPT_START,,16926.36
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_1.992105,16926.69
4,ATTEMPT_START,,16926.69
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_4.442963,16932.82
4,ATTEMPT_START,,16932.82
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_4.286169,16934.56
4,ATTEMPT_START,,16934.56
5,ATTEMPT_END,skele_72057594038013083&distFromCorrect_3.986314,16940.46
4,ATTEMPT_START,,16940.46
5,ATTEMPT_END,skele_72057594038013210&distFromCorrect_1.377495,16947.89
4,ATTEMPT_START,,16947.89
5,ATTEMPT_END,skele_72057594038013210&distFromCorrect_1.932557,16948.52
4,ATTEMPT_START,,16948.52
5,ATTEMPT_END,skele_72057594038013284&distFromCorrect_0.04904059,16964.13
3,PROB_END,probNum_3,16964.13
2,PROB_START,probNum_5&correctPos_-1.5,16967.74
4,ATTEMPT_START,,16967.74
5,ATTEMPT_END,skele_72057594038013324&distFromCorrect_-0.8500518,16972.16
4,ATTEMPT_START,,16972.16
5,ATTEMPT_END,skele_72057594038013367&distFromCorrect_0.07488868,16997.22
3,PROB_END,probNum_4,16997.22
2,PROB_START,probNum_6&correctPos_-0.25,17000.77
4,ATTEMPT_START,,17000.77
5,ATTEMPT_END,skele_72057594038013549&distFromCorrect_-0.8404762,17007.09
4,ATTEMPT_START,,17007.09
5,ATTEMPT_END,skele_72057594038013549&distFromCorrect_-0.2227159,17013.96
4,ATTEMPT_START,,17013.96
5,ATTEMPT_END,skele_72057594038013778&distFromCorrect_-0.01196275,17041.86
3,PROB_END,probNum_5,17041.86
2,PROB_START,probNum_7&correctPos_-1.25,17045.33
4,ATTEMPT_START,,17045.33
5,ATTEMPT_END,skele_72057594038013778&distFromCorrect_-1.211811,17048.06
4,ATTEMPT_START,,17048.06
5,ATTEMPT_END,skele_72057594038014279&distFromCorrect_-0.8595452,17090.06
4,ATTEMPT_START,,17090.06
5,ATTEMPT_END,skele_72057594038014279&distFromCorrect_-0.8694351,17093.29
4,ATTEMPT_START,,17093.29
5,ATTEMPT_END,skele_72057594038014279&distFromCorrect_-0.8016053,17100.16
4,ATTEMPT_START,,17100.16
5,ATTEMPT_END,skele_72057594038014279&distFromCorrect_-0.8015285,17121.73
4,ATTEMPT_START,,17121.73
5,ATTEMPT_END,skele_72057594038014507&distFromCorrect_-1.155494,17140.36
4,ATTEMPT_START,,17140.36
5,ATTEMPT_END,skele_72057594038014507&distFromCorrect_-2.087486,17141.42
4,ATTEMPT_START,,17141.42
5,ATTEMPT_END,skele_72057594038014551&distFromCorrect_-0.4046803,17157.43
4,ATTEMPT_START,,17157.43
5,ATTEMPT_END,skele_72057594038014551&distFromCorrect_-2.328785,17169.09
4,ATTEMPT_START,,17169.09
5,ATTEMPT_END,skele_72057594038014583&distFromCorrect_-0.4172802,17172.94
4,ATTEMPT_START,,17172.94
5,ATTEMPT_END,skele_72057594038014583&distFromCorrect_0.06559685,17185.06
3,PROB_END,probNum_6,17185.06
2,PROB_START,probNum_8&correctPos_0.5,17188.63
4,ATTEMPT_START,,17188.63
5,ATTEMPT_END,skele_72057594038014583&distFromCorrect_0.02945936,17201.86
3,PROB_END,probNum_7,17201.86
2,PROB_START,probNum_9&correctPos_1.25,17205.37
4,ATTEMPT_START,,17205.37
2,PROB_START,probNum_9&correctPos_1.25,17205.37
4,ATTEMPT_START,,17205.37
5,ATTEMPT_END,skele_72057594038014583&distFromCorrect_0.5432978,17213.96
4,ATTEMPT_START,,17213.96
5,ATTEMPT_END,skele_72057594038014583&distFromCorrect_0.7665299,17217.23
4,ATTEMPT_START,,17217.23
5,ATTEMPT_END,skele_72057594038014882&distFromCorrect_-0.1555288,17224.72
4,ATTEMPT_START,,17224.72
5,ATTEMPT_END,skele_72057594038014882&distFromCorrect_0.1653294,17230.89
4,ATTEMPT_START,,17230.89
5,ATTEMPT_END,skele_72057594038014882&distFromCorrect_-0.02737059,17234.92
3,PROB_END,probNum_8,17234.92
1,END,score_600,17238.29
