0,START,2017-10-19_14-45-05,188638.7
6,MG_START,minigame_0_LEVERHERO&2017-10-19_14-45-05,188638.7
5,PIC_CHOSEN,pic_puppies&2017-10-19_14-45-05,188638.7
2,SKELE_ENTER,skele_72057594037979209&2017-10-19_14-45-08,188641.9
4,NEW_MAIN_SKELE,skele_72057594037979209&2017-10-19_14-45-09,188642.9
2,SKELE_ENTER,skele_72057594037979263&2017-10-19_14-46-13,188707.1
3,SKELE_EXIT,skele_72057594037979263&2017-10-19_14-46-45,188738.4
3,SKELE_EXIT,skele_72057594037979209&2017-10-19_14-46-46,188739.7
7,MG_END,minigame_0_LEVERHERO&2017-10-19_14-46-48,188741.8
1,END,2017-10-19_14-46-48,188742
